Fp1,Fp2,F7,F3,Fz,F4,F8,FC3,FCz,FC4,T7,C3,Cz,C4,T8,CP3,CPz,CP4,P7,P3,Pz,P4,P8,O1,Oz,O2,VPVA,VNVB,HPHL,HNHR,Erbs,OrbOcc,Mass
-1591.0675651148745,-14393.455103824012,386.55180680124374,2776.25887017501,6184.264233237817,4147.730375591077,-3161.1793919613483,4176.215121620579,6998.526422600997,6536.11986260665,5569.018815693102,6511.211395263671,6322.358783922697,4795.977943821957,7636.107896503648,4659.389194689297,5687.286979273746,5363.100453426963,-17997.528377332183,5900.106931987561,5791.500995033664,5744.00550440738,5627.870559692382,3335.475921630859,5809.82158058568,4940.346667641087,-15316.135004947058,-7331.559532567076,-1302.4556009392988,-3009.9090776945413,2131.8385475560235,-4671.812057495116,-4542.375865735506
-1596.588837473016,-14397.533316361276,378.8345738461143,2771.490498592979,6180.436987625924,4144.154096904554,-3166.073247006065,4171.823200426603,6994.2599848697055,6532.85729257684,5563.058351215563,6506.94495753238,6318.531538310804,4790.393929732473,7629.206306055971,4654.997273495323,5683.3342501991665,5358.269340113588,-18002.8614244963,5896.718878495065,5787.360040765059,5737.668589541786,5617.518174020867,3332.150609869705,5805.994334973786,4936.582163760536,-15319.836767096269,-7335.261294716282,-1306.0946213571647,-3012.4187469482417,2130.646454660516,-4676.768654271175,-4543.379733436986
-1600.0396326968544,-14401.737012361224,374.8191030401932,2768.9180876079354,6178.805702611019,4142.020878038908,-3170.653393394068,4169.25078944156,6992.6286998548,6530.410365054481,5560.862390618575,6505.752864636872,6315.95912732576,4787.005876239977,7623.3713250411165,4652.738571166991,5681.138289602179,5355.006770083777,-18005.43383548134,5895.401302136872,5785.226821899413,5733.841343929893,5611.934159931383,3328.6998146458673,5802.731764943976,4932.880401611327,-15323.41304578279,-7341.284500925165,-1309.9218669690583,-3017.9400193063834,2123.995831138209,-4683.670244718853,-4545.826660959344
-1597.843672099866,-14400.858628122429,378.4581234580592,2772.243399369089,6182.3819812975435,4145.910865382144,-3168.645657991108,4172.764326396741,6997.459813168173,6533.547451621607,5565.379795275236,6510.897686606959,6318.845246967516,4789.641028956363,7624.312451011255,4656.377591584856,5684.526343094673,5357.202730680766,-18001.041914287365,5899.667739868163,5788.301166735197,5736.351013183593,5613.816411871659,3329.3272319592925,5804.425791690223,4933.69604411878,-15321.342568648488,-7343.229494596781,-1309.796383506373,-3020.0104964406864,2119.03923436215,-4685.3642714651005,-4546.3913365414255
-1592.44788320441,-14395.71380615234,385.73616429379115,2778.2666055779705,6188.969863088507,4153.439873143246,-3163.6890612150487,4179.791400307103,7005.428013048673,6540.198075143913,5573.473478618421,6518.991369950143,6325.056678370424,4795.476009971217,7629.206306055971,4663.279182032536,5691.1142248856395,5362.473036113538,-17992.69726401881,5907.008522435238,5793.947922556024,5742.060510735761,5619.776876349198,3333.593669690584,5809.1941632722555,4937.711514924701,-15315.94677975303,-7340.594341880397,-1307.1612307899875,-3016.057767366108,2116.7177903024767,-4684.109436838249,-4544.948276720548
-1589.4990218313114,-14392.63946131656,390.1280854877672,2781.0272417570413,6193.048075625769,4157.580827411852,-3164.1282533344465,4183.932354575709,7009.694450779964,6544.025320755807,5578.994750976562,6523.571516338147,6329.197632639031,4798.864063463712,7632.782584742495,4667.6083614951685,5694.815987034847,5365.421897486636,-17988.117117630805,5911.2122184351865,5796.959525660464,5744.883888646175,5624.043314080489,3336.2915641383115,5811.264640406558,4939.593766864977,-15314.127269544098,-7338.272897820723,-1306.22010481985,-3012.920680798982,2115.77666433234,-4685.489754927786,-4543.442475168328
-1590.0009556820517,-14395.211872301603,389.5634099056846,2779.082248085423,6192.232433118317,4155.698575471576,-3167.2653399015726,4182.865745142886,7008.000424033717,6542.1430688155315,5579.873135215357,6522.504906905324,6329.072149176345,4797.609228836862,7635.354995727537,4667.67110322651,5693.561152407997,5364.292546322471,-17988.24260109349,5910.396575927733,5796.2693666156965,5743.127120168585,5623.7923471551185,3334.7857625860916,5808.8804546155425,4937.084097611276,-15317.264356111224,-7338.837573402807,-1306.8475221332749,-3016.1205090974504,2117.5334328099298,-4688.438616300884,-4542.689574392218
-1589.4990218313114,-14397.909766749328,390.1908272191097,2777.8274134585727,6190.2874394467,4153.251647949219,-3163.563577752364,4181.422685322008,7005.302529585988,6539.382432636461,5581.127969842208,6520.93636362176,6328.131023206208,4796.166169015984,7640.060625578226,4667.482878032483,5692.11809258712,5363.476903815018,-17986.925024735297,5908.953516106856,5795.4537241082435,5741.746802079048,5622.913962916324,3332.7780271831302,5806.496268824527,4934.260719700863,-15319.397574976869,-7340.280633223683,-1306.9730055959599,-3020.2614633660564,2120.9842280337684,-4687.811198987459,-4542.25038227282
-1584.6679085179378,-14394.145262868778,399.79031211451473,2782.8467519659744,6192.608883506373,4156.451476247687,-3152.960225155479,4185.500897859271,7007.435748451634,6541.829360158819,5586.711983931691,6524.700867502313,6331.017142847964,4799.240513851768,7645.64463966771,4671.4356071070615,5695.443404348272,5366.990440770199,-17981.152785451788,5911.58866882324,5798.026135093287,5745.323080765573,5627.05491718493,3333.7191531532685,5808.064812108089,4935.1391039396585,-15315.382104170949,-7338.837573402807,-1304.1496276855466,-3018.128244500411,2124.435023257606,-4681.474284121864,-4539.866196481805
-1579.1466361597963,-14386.365288182307,409.45253874126234,2790.8149518464734,6197.690963745116,4162.725649381939,-3144.113641036184,4192.465230038291,7012.706053884404,6547.413374248304,5592.170514558489,6531.0377823679055,6336.4756734747625,4804.197110627825,7649.032693160207,4677.898005435341,5701.215643631784,5371.821554083573,-17973.56103595934,5916.8589742560125,5802.418056287263,5751.220803511769,5634.332958020662,3336.5425310636815,5811.139156943873,4938.276190506784,-15307.664871215818,-7333.880976626746,-1299.193030909488,-3012.3560052168996,2127.3211428993623,-4672.7531834652555,-4535.411533556486
-1577.4526094135483,-14381.47143313759,406.31545217413645,2794.45397226434,6200.702566849557,4165.988219411749,-3143.799932379471,4195.978766993472,7015.968623914216,6550.299493890059,5591.66858070775,6533.6729350842925,6339.487276579203,4806.204846030786,7650.977686831826,4680.972350271124,5703.913538079512,5373.5155808298205,-17969.984757272818,5919.243160047028,5804.237566496196,5754.106923153526,5638.411170557924,3338.8012333920124,5812.770441958777,4940.597634566457,-15302.457307514387,-7328.108737343236,-1295.303043566252,-3008.0268257542657,2128.3877523321853,-4666.729977256373,-4532.211705258018
-1579.523086547851,-14381.345949674904,397.2179011294716,2792.697203786749,6200.075149536132,4164.545159590872,-3152.019099185341,4194.472965441251,7016.094107376901,6548.668208875153,5587.088434319747,6531.539716218646,6338.044216758326,4804.008885433799,7650.036560861687,4678.086230629368,5702.156769601922,5371.194136770147,-17974.376678466793,5916.04333174856,5801.9161224365225,5752.287412944593,5637.344561125102,3338.2365578099298,5812.393991570723,4940.7858597604845,-15302.20634058902,-7325.912776746246,-1294.4874010587992,-3006.960216321443,2129.454361765008,-4665.788851286236,-4532.7763808401005
-1582.032755801552,-14382.538042570412,393.3279137862356,2790.5012431897608,6198.569347983912,4161.972748605828,-3159.9245573344974,4192.026037918893,7015.403948332133,6546.2840230841375,5585.708116230211,6528.653596576891,6335.095355385228,4800.620831941304,7645.0799640856285,4673.694309435392,5698.768716109425,5367.868825008994,-17980.96456025776,5911.274960166529,5798.026135093287,5748.899359452096,5634.270216289319,3335.2876964368315,5810.888190018502,4940.221184178402,-15304.46504291735,-7327.857770417866,-1295.554010491622,-3009.532627306486,2133.5953160336135,-4668.298520539936,-4536.6036264519935
-1581.781788876182,-14381.785141794304,395.83758303993613,2791.8188195479543,6200.012407804788,4162.851132844623,-3158.1677888569075,4192.653455232318,7016.282332570929,6547.162407322933,5589.91181223016,6528.2144044574925,6334.216971146432,4800.244381553248,7641.942877518502,4672.3767330772,5697.13743109452,5367.241407695569,-17982.53310354132,5909.518191688939,5795.892916227641,5747.895491750616,5632.827156468441,3332.5270602577607,5809.507871928968,4940.848601491827,-15305.092460230777,-7329.802764089483,-1295.2403018349091,-3012.606972142269,2139.555780511153,-4670.996414987664,-4540.932805914627
-1579.2721196224811,-14380.71853236148,400.10402077122734,2794.830422652394,6203.337719565943,4166.050961143092,-3150.3250724390928,4194.849415829306,7017.850875854491,6549.860301770661,5594.931150737561,6528.967305233602,6334.718904997172,4802.31485868755,7642.193844443872,4672.564958271227,5696.823722437808,5368.935434441817,-17981.4664941085,5910.02012553968,5795.328240645558,5749.3385515714945,5633.517315513209,3330.0173910040603,5808.190295570776,4941.852469193307,-15304.71600984272,-7330.179214477537,-1293.107082969264,-3013.108905993009,2142.1281914961965,-4672.815925196597,-4543.2542499743
-1578.5819605777135,-14383.290943346525,400.7941798159951,2794.7049391897094,6203.400461297286,4165.360802098324,-3150.199588976408,4193.908289859169,7016.094107376901,6548.856434069181,5595.244859394274,6526.64586117393,6332.585686131527,4801.561957911441,7640.186109040912,4669.867063823498,5693.87486106471,5368.0570502030205,-17982.093911421925,5908.514323987458,5793.195021779913,5748.585650795384,5633.391832050524,3326.629337511564,5805.555142854389,4940.7858597604845,-15307.539387753131,-7333.00259238795,-1293.4835333573187,-3012.8579390676396,2140.183197824578,-4676.580429077148,-4542.877799586246
-1580.087762129934,-14387.369155883787,398.4727357563219,2791.254143965871,6200.075149536132,4161.0943643670325,-3157.6658550061675,4189.4536269338505,7011.262994063527,6544.58999633789,5591.354872051038,6521.4382974725,6327.880056280838,4797.671970568204,7636.923539011101,4665.035950510125,5688.290846975226,5363.602387277703,-17984.28987201891,5904.373369718852,5788.991325779964,5744.821146914833,5631.321354916221,3323.9941847951786,5802.669023212633,4938.276190506784,-15312.18227587248,-7338.523864746093,-1297.3735207005548,-3013.485356381065,2137.1715947201374,-4681.2233171964945,-4540.681838989257
-1581.7190471448396,-14388.18479839124,396.02580823396386,2787.552381816663,6196.875321237664,4158.835662038702,-3158.0423053942222,4184.998964008531,7007.623973645661,6541.954843621505,5587.088434319747,6516.858151084498,6323.927327206259,4794.597625732421,7638.303857100636,4660.894996241519,5684.14989270662,5359.837883397152,-17987.67792551141,5900.35789891293,5784.787629780016,5741.3703516909945,5628.9371691252045,3323.554992675781,5801.35144685444,4936.519422029192,-15314.880170320208,-7341.598209581875,-1301.639958431846,-3013.9872902318048,2133.7835412276418,-4682.289926629317,-4539.113295705694
-1580.9661463687291,-14384.545777973375,396.4022586220189,2786.924964503238,6196.498870849608,4160.52968878495,-3150.2623307077506,4184.120579769737,7007.498490182977,6543.021453054327,5588.155043752568,6515.854283383017,6323.362651624177,4795.225043045846,7645.64463966771,4660.142095465409,5683.773442318565,5360.339817247892,-17988.49356801886,5899.165806017423,5783.595536884508,5741.3703516909945,5629.125394319232,3324.8725690339734,5802.167089361893,4936.958614148592,-15313.060660111276,-7336.516129343133,-1301.5772167005036,-3012.4814886795843,2130.144520809776,-4676.580429077148,-4538.046686272872
-1576.072291324013,-14379.275472540605,401.6725640547903,2791.3796274285564,6198.945798371968,4164.294192665501,-3147.187985871967,4188.324275769684,7010.5100932874175,6546.597731740851,5598.3819459614,6520.057979382966,6326.813446848016,4799.616964239824,7655.997025339226,4664.094824539987,5687.537946199115,5365.108188829923,-17980.650851601047,5902.804826435289,5787.297299033717,5745.511305959601,5633.015381662469,3328.1351390637847,5805.555142854389,4940.2839259097445,-15306.033586200912,-7324.595200388055,-1294.8638514468544,-3007.7131170975526,2130.0190373470905,-4664.784983584755,-4536.101692601253
-1571.9940787867495,-14376.765803286902,406.4409356368215,2797.3400919060955,6201.329984162982,4166.741120187859,-3151.579907065943,4193.531839471114,7013.709921585885,6549.295626188577,5609.738199334395,6526.018443860505,6330.703434191251,4803.695176777086,7661.83200635408,4668.925937853361,5691.678900467721,5369.249143098529,-17967.977021869858,5908.639807450143,5791.87744542172,5749.275809840152,5636.340693423622,3331.836901212993,5809.1941632722555,4943.2955290141845,-15299.445704409947,-7316.250550119501,-1287.6485523424649,-3003.5094210976044,2133.8462829589844,-4656.314849853515,-4535.160566631116
-1574.6919732344777,-14379.71466466,404.30771677117593,2798.0929926822055,6199.886924342105,4165.172576904297,-3157.414888080797,4193.469097739771,7012.706053884404,6547.413374248304,5608.420622976201,6526.332152517218,6329.8250499524565,4801.938408299496,7656.938151309363,4668.361262271278,5690.863257960269,5367.555116352281,-17966.345736854953,5909.83190034565,5791.3127698396365,5747.079849243163,5633.329090319181,3332.087868138364,5808.8177128842,4941.350535342567,-15299.69667133532,-7319.136669761255,-1288.7779035066303,-3006.3327990080174,2137.5480451081926,-4660.393062390779,-4538.423136660927
-1580.840662906044,-14385.612387406196,401.1706302040501,2793.889296682257,6196.122420461554,4160.717913978978,-3162.308743125513,4189.390885202508,7008.627841347142,6542.645002666272,5595.684051513671,6521.124588815789,6325.370387027137,4796.417135941354,7647.338666413958,4662.526281256424,5686.220369840921,5362.096585725481,-17979.082308317484,5905.377237420333,5786.795365182977,5740.99390130294,5626.866691990902,3329.1390067652646,5805.115950734991,4936.080229909796,-15305.029718499432,-7328.98712158203,-1298.0636797453224,-3014.175515425832,2138.426429346988,-4673.694309435392,-4544.25811767578
-1581.8445306075243,-14387.996573197212,410.3936647114,2793.073654174804,6195.934195267526,4159.149370695415,-3163.8145446777335,4188.826209620424,7008.502357884457,6541.578393233449,5587.527626439144,6519.493303800883,6324.492002788344,4795.413268239874,7645.0799640856285,4660.267578928094,5685.530210796155,5361.218201486688,-17988.117117630805,5903.5577272114,5786.418914794921,5739.676324944747,5626.176532946134,3328.51158945184,5804.049341302169,4934.260719700863,-15308.417771991928,-7335.512261641651,-1304.8397867303145,-3017.877277575041,2137.23433645148,-4683.544761256168,-4546.705045198139
-1578.3309936523435,-14386.616255107676,428.8397337260999,2795.646065159848,6198.883056640624,4160.215980128238,-3163.8772864090765,4191.837812724865,7012.455086959035,6543.648870367752,5589.472620110761,6522.818615562037,6327.440864161441,4798.738580001027,7648.405275846781,4663.028215107164,5689.231972945362,5364.543513247841,-17989.434693989,5906.31836339047,5790.497127332184,5743.25260363127,5629.815553364,3331.02125870554,5806.496268824527,4936.205713372481,-15309.17067276804,-7336.45338761179,-1303.8359190288343,-3017.6890523810134,2136.7951443320826,-4685.427013196443,-4545.701177496659
-1577.0134172941507,-14387.557381077817,434.925681666324,2794.328488801654,6199.071281834652,4158.835662038702,-3166.8261477821748,4192.088779650236,7013.83540504857,6543.272419979697,5592.170514558489,6524.324417114257,6328.381990131577,4799.679705971164,7649.911077399001,4664.220308002672,5690.988741422952,5365.296414023951,-17994.830482884456,5907.57319801732,5792.504862735145,5744.821146914833,5629.188136050575,3331.836901212993,5807.688361720035,4936.895872417249,-15310.927441245629,-7335.951453761049,-1300.9497993870784,-3020.3869468287417,2137.73627030222,-4684.799595883018,-4546.265853078741
-1579.2721196224811,-14391.133659764339,421.18524250231286,2789.183666831568,6196.498870849608,4156.012284128289,-3168.7083997224504,4189.265401739824,7011.513960988897,6541.201942845393,5589.91181223016,6522.37942344264,6326.9389303107,4798.29938788163,7651.479620682565,4662.965473375822,5690.047615452816,5364.041579397101,-18003.363358347036,5905.753687808387,5791.689220227692,5743.629054019325,5624.858956587941,3329.891907541375,5806.433527093184,4935.515554327712,-15313.876302618728,-7334.822102596883,-1299.820448222913,-3025.657252261513,2137.108852988795,-4683.168310868112,-4550.155840421978
-1581.2171132940991,-14392.890428241928,404.1822333084909,2785.670129876388,6194.804844103361,4155.259383352179,-3167.2653399015726,4187.508633262232,7009.31800039191,6540.762750725997,5586.335533543636,6520.999105353104,6326.876188579358,4798.29938788163,7656.310733995938,4663.467407226562,5690.047615452816,5364.668996710526,-18005.810285869396,5904.624336644222,5792.253895809776,5743.566312287982,5622.725737722296,3328.7625563772094,5805.178692466334,4934.762653551603,-15315.19387897692,-7331.873241223787,-1298.3146466706928,-3027.4767624704455,2134.222733347039,-4678.650906211451,-4551.661641974198
-1581.7190471448396,-14392.388494391187,395.7748413085937,2785.670129876388,6193.989201595908,4155.698575471576,-3167.139856438888,4188.324275769684,7008.753324809825,6541.139201114052,5585.833599692896,6522.630390368009,6328.570215325606,4799.679705971164,7658.3184693989,4667.043685913085,5692.11809258712,5366.739473844828,-17998.40676157098,5906.56933031584,5794.387114675421,5744.758405183489,5623.164929841692,3329.6409406160046,5804.990467272306,4935.201845671001,-15314.880170320208,-7329.740022358141,-1296.9970703124995,-3025.657252261513,2132.340481406764,-4673.757051166735,-4546.893270392166
-1581.9700140702096,-14390.568984182257,395.6493578459087,2788.305282592773,6194.051943327249,4156.576959710372,-3166.4496973941195,4191.4613623368095,7010.133642899362,6541.703876696134,5589.7863287674745,6526.771344636615,6330.703434191251,4801.060024060701,7650.099302593028,4672.000282689144,5695.6316295423,5368.433500591077,-17984.854547600997,5910.961251509816,5796.143883153011,5746.138723273026,5624.168797543174,3331.209483899568,5805.743368048416,4935.954746447112,-15313.499852230672,-7330.1164727461955,-1297.8127128199524,-3023.5240333958673,2133.030640451532,-4671.184640181692,-4541.936673616107
-1581.4053384881267,-14389.000440898692,405.8762600547389,2792.697203786749,6196.247903924239,4157.706310874537,-3164.065511603104,4195.288607948704,7012.07863657098,6543.209678248354,5595.4330845883005,6530.410365054481,6332.711169594212,4801.499216180097,7634.727578414114,4675.262852718955,5698.141298796,5369.437368292557,-17976.94908945184,5913.910112882913,5797.022267391807,5747.268074437191,5625.109923513312,3331.836901212993,5806.496268824527,4936.519422029192,-15311.24114990234,-7332.249691611842,-1302.0164088199012,-3021.579039724249,2133.720799496299,-4672.690441733912,-4542.375865735506
-1579.6485700105363,-14388.874957436008,423.00475271124577,2797.8420257568355,6200.326116461502,4159.212112426758,-3162.1832596628287,4197.67279373972,7013.3334711978305,6545.907572696083,5599.699522319593,6531.0377823679055,6334.593421534488,4801.875666568153,7624.877126593337,4675.702044838353,5698.894199572112,5370.880428113435,-17980.337142944332,5913.596404226201,5798.026135093287,5748.397425601356,5626.9294337222445,3331.836901212993,5806.998202675267,4936.895872417249,-15308.104063335217,-7333.4417845073485,-1306.0318796258223,-3019.8222712466586,2133.1561239142166,-4677.019621196546,-4546.454078272769
-1578.8329275030835,-14389.376891286747,427.522157367907,2800.1007280851663,6204.027878610711,4161.408073023746,-3160.050040797183,4197.610052008376,7014.964756212736,6549.232884457236,5602.020966379266,6530.096656397769,6336.1619648180495,4804.197110627825,7627.324054115696,4674.321726748817,5699.270649960166,5373.139130441766,-17985.795673571134,5912.467053062037,5799.782903570876,5750.46790273566,5629.4391029759445,3331.648676018965,5807.625619988692,4937.146839342618,-15305.155201962116,-7330.555664865594,-1303.9614024915193,-3018.881145276521,2133.7835412276418,-4678.399939286081,-4550.908741198087
-1579.8995369359063,-14389.816083406144,413.46800954718327,2798.2184761448907,6205.721905356959,4163.666775352076,-3160.1127825285257,4195.91602526213,7017.348942003751,6551.742553710937,5602.083708110608,6529.782947741056,6336.914865594161,4807.7733893143495,7635.919671309619,4672.627700002568,5700.149034198961,5375.397832770096,-17988.054375899465,5912.278827868009,5801.6024137798095,5753.4795058401005,5633.078123393811,3331.3977090935955,5808.127553839432,4936.582163760536,-15304.527784648692,-7326.540194059672,-1298.1891632080076,-3017.187118530273,2134.410958541067,-4677.145104659231,-4553.418410451788
-1581.0288881000715,-14390.757209376283,399.35111999511713,2795.0813895777646,6205.659163625616,4164.294192665501,-3166.3869556627774,4194.535707172594,7019.042968749999,6552.244487561677,5600.38968136436,6530.473106785824,6336.538415206105,4809.153707403885,7639.684175190173,4671.4356071070615,5700.839193243729,5376.213475277549,-17987.67792551141,5912.341569599352,5802.418056287263,5755.48724124306,5637.909236707184,3330.393841392115,5808.002070376747,4935.390070865028,-15306.849228708366,-7327.4813200298095,-1295.6794939543067,-3015.8695421720804,2133.1561239142166,-4679.215581793534,-4552.665509675678
-1581.6563054134967,-14392.63946131656,393.0769468608655,2791.8815612792964,6204.153362073395,4161.972748605828,-3173.037579185084,4193.343614277086,7018.729260093287,6549.860301770661,5598.005495573344,6530.473106785824,6334.781646728515,4806.832263344212,7635.4804791902225,4671.121898450348,5699.960809004933,5374.393965068616,-17983.41148778012,5912.278827868009,5801.85338070518,5754.169664884867,5639.101329602693,3328.6370729145247,5807.374653063322,4935.1391039396585,-15310.17454046952,-7331.496790835731,-1296.7461033871296,-3016.747926410876,2131.8385475560235,-4683.670244718853,-4549.591164839895
-1580.4642125179892,-14393.455103824012,392.4495295474404,2790.0620510703634,6202.710302252518,4159.02388723273,-3170.088717811985,4192.841680426345,7017.4744254664365,6546.472248278164,5595.997760170384,6530.096656397769,6333.213103444952,4804.008885433799,7629.959206832082,4671.9375409578015,5698.455007452712,5371.445103695518,-17980.588109869703,5912.467053062037,5800.535804346988,5750.781611392372,5633.580057244552,3329.1390067652646,5807.939328645404,4936.268455103824,-15310.67647432026,-7331.935982955128,-1296.557878193102,-3016.9988933362456,2130.144520809776,-4683.35653606214,-4544.19537594444
-1576.7624503687807,-14390.882692838968,397.90806017423927,2792.0070447419816,6202.584818789833,4158.835662038702,-3162.9361604389387,4194.410223709909,7016.9724916156965,6545.656605770712,5596.185985364412,6530.786815442536,6333.589553833007,4803.883401971114,7630.837591070876,4674.13350155479,5697.953073601972,5370.441235994037,-17985.41922318308,5912.968986912777,5799.531936645506,5748.899359452096,5626.427499871505,3333.0289941085007,5809.884322317022,4938.213448775441,-15307.664871215818,-7328.485187731289,-1293.7345002826887,-3014.2382571571748,2129.0779113769527,-4675.953011763723,-4536.79185164602
-1572.9979464882297,-14386.553513376335,405.6252931293688,2796.524449398643,6202.396593595805,4160.404205322266,-3161.681325812088,4197.484568545692,7017.160716809723,6546.911440397563,5598.946621543481,6532.85729257684,6335.095355385228,4805.577428717362,7638.303857100636,4677.019621196546,5698.455007452712,5371.50784542686,-17991.756138048673,5913.910112882913,5799.030002794767,5749.464035034179,5623.227671573036,3337.671882227847,5811.766574257297,4940.095700715717,-15304.151334260636,-7324.720683850739,-1291.2248310289883,-3010.0973028885687,2131.2111302425983,-4666.604493793688,-4530.4549367804275
-1571.8058535927219,-14384.043844122634,411.52301587556536,2799.9125028911385,6200.7653085809,4160.215980128238,-3162.1832596628287,4199.994237799393,7016.784266421669,6546.2840230841375,5602.460158498663,6535.053253173827,6335.722772698653,4805.702912180047,7644.64077196623,4679.341065256219,5698.705974378084,5371.633328889545,-17991.379687660617,5914.976722315738,5798.5908106753695,5749.8404854222335,5623.164929841692,3339.428650705437,5812.080282914009,4940.660376297799,-15302.645532708417,-7322.399239791065,-1291.2248310289883,-3007.462150172183,2133.532574302272,-4661.208704898231,-4527.129625019274
-1571.9940787867495,-14384.671261436059,417.797189009817,2801.418304443359,6199.1340235659945,4158.27098645662,-3158.0423053942222,4201.437297620271,7015.717656988846,6543.58612863641,5607.291271812037,6536.810021651418,6334.781646728515,4803.444209851717,7645.832864861739,4680.219449495014,5697.890331870632,5369.562851755241,-17986.862283003957,5915.353172703793,5797.837909899259,5748.397425601356,5623.290413304378,3336.605272795024,5810.1980309737355,4939.342799939607,-15303.084724827817,-7322.587464985095,-1292.8561160438935,-3008.3405344109783,2133.4070908395865,-4661.334188360916,-4527.568817138671
-1571.4294032046669,-14385.926096062907,424.9497463828639,2802.7986225328946,6199.635957416735,4157.4553439491665,-3151.8308739913127,4202.503907053094,7014.902014481393,6542.519519203587,5613.000769364206,6538.0021145469245,6333.840520758376,4801.8129248368095,7645.832864861739,4679.717515644274,5696.2590468557255,5367.617858083624,-17985.98389876516,5914.851238853053,5797.210492585834,5746.577915392423,5623.415896767064,3333.1544775711855,5808.5667459588285,4937.774256656044,-15303.084724827817,-7324.532458656712,-1293.2325664319487,-3011.2266540527335,2133.4698325709287,-4663.781115883275,-4532.211705258018
-1571.6803701300369,-14386.616255107676,424.32232906943864,2802.5476556075246,6200.7653085809,4157.957277799907,-3149.25846300627,4201.751006276983,7014.086371973941,6543.58612863641,5613.377219752261,6537.123730308131,6333.1503617136095,4801.060024060701,7646.962216025904,4677.396071584601,5694.314053184107,5367.0531825015405,-17990.43856169048,5913.03172864412,5796.834042197779,5745.950498078998,5624.545247931229,3332.903510645816,5808.8804546155425,4937.523289730673,-15302.018115394992,-7326.665677522356,-1291.5385396857007,-3012.167780022872,2133.5953160336135,-4665.977076480262,-4537.544752422132
-1574.4410063091075,-14388.122056659899,414.5346189800061,2799.4733107717407,6200.012407804788,4157.957277799907,-3152.897483424136,4198.7394031725435,7012.266861765008,6544.08806248715,5606.099178916529,6533.86116027832,6331.268109773334,4799.303255583111,7647.401408145301,4673.88253462942,5692.180834318461,5366.613990382144,-17994.642257690426,5910.710284584447,5795.7674327649565,5745.825014616313,5626.176532946134,3334.095603541324,5809.633355391652,4937.962481850072,-15302.771016171102,-7330.367439671566,-1290.6601554469055,-3009.9090776945413,2131.9640310187087,-4668.674970927991,-4540.054421675833
-1578.2055101896583,-14391.259143227024,405.8762600547389,2795.0813895777646,6197.126288163034,4156.325992785,-3158.9206896330174,4194.5984489039365,7009.380742123251,6542.1430688155315,5595.307601125616,6529.594722547028,6327.629089355468,4795.977943821957,7644.954480622942,4669.678838629471,5689.420198139391,5364.606254979183,-17996.71273482473,5908.263357062088,5792.8813131232,5744.507438258121,5625.611857364052,3333.2172193025285,5808.692229421515,4936.6449054918785,-15307.47664602179,-7336.014195492392,-1293.0443412379211,-3009.971819425884,2131.524838899311,-4673.38060077868,-4541.434739765367
-1580.1505038612763,-14395.14913057026,403.9940081144634,2791.316885697214,6193.612751207853,4153.439873143246,-3162.4342265881987,4190.018302515933,7006.118172093441,6538.755015323036,5585.457149304842,6525.077317890367,6323.488135086862,4792.338923404091,7640.87626808568,4664.91046704744,5685.40472733347,5361.469168412057,-17999.347887541117,5904.4361114501935,5788.677617123252,5741.433093422337,5621.784611752159,3330.3310996607725,5805.680626317074,4933.005885074012,-15313.311627036644,-7340.531600149053,-1297.3107789692124,-3014.8656744706,2133.5953160336135,-4679.65477391293,-4543.693442093698
-1578.5819605777135,-14397.533316361276,407.7585119950144,2789.6856006823086,6191.103081954152,4150.616495232833,-3165.9477635433796,4186.881215948807,7003.483019377055,6536.11986260665,5581.065228110865,6521.501039203844,6321.103949295846,4790.7076383891845,7638.554824026007,4661.459671823602,5681.891190378289,5359.398691277755,-18001.606589869447,5900.483382375616,5785.3523053620975,5739.111649362664,5618.710266916375,3328.1978807951273,5802.731764943976,4929.617831581517,-15315.444845902291,-7340.46885841771,-1300.2596403423108,-3017.563568918328,2134.8501506604644,-4682.603635286029,-4544.069892481753
-1576.8879338314655,-14397.345091167248,409.6407639352898,2788.493507786801,6188.969863088507,4148.29505117316,-3170.5279099313834,4184.810738814504,7001.475283974095,6534.300352397718,5581.44167849892,6518.9286282188,6319.786372937653,4790.644896657843,7638.303857100636,4659.765645077354,5680.0089384380135,5358.8967574270155,-18002.234007182873,5897.973713121915,5783.470053421824,5738.986165899978,5619.58865115517,3327.5077217503595,5801.037738197728,4927.861063103926,-15313.562593962013,-7336.516129343133,-1300.1968986109682,-3014.2382571571748,2134.5991837350944,-4678.588164480108,-4541.121031108655
-1579.523086547851,-14396.968640779192,403.3038490696957,2784.4780369808796,6185.581809596011,4146.412799232884,-3171.594519364206,4181.610910516036,6998.463680869654,6532.480842188785,5582.257321006373,6515.91702511436,6317.590412340664,4790.017479344418,7639.056757876746,4658.19710179379,5678.252169960423,5358.394823576274,-18002.234007182873,5896.467911569695,5782.215218794972,5739.676324944747,5623.227671573036,3327.131271362304,5800.0966122275895,4927.3591292531855,-15312.307759335165,-7333.190817581979,-1299.318514372173,-3010.661978470652,2135.603051436575,-4671.874799226458,-4538.548620123612
